total_protein,total_keratine,hair_texture,vitamin,manganese,iron,calcium,body_water_content,stress_level,liver_data,hair_fall
124,485,83,146,313,65,361,17,18,493,3
247,381,51,217,328,363,42,77,23,13,0
63,53,6,167,243,215,416,2,93,392,0
215,233,95,254,33,276,325,13,53,479,5
61,66,37,280,234,197,29,95,77,248,4
42,59,13,176,15,343,268,10,8,11,1
26,296,94,216,119,176,236,99,39,170,2
11,259,77,287,174,332,373,15,74,161,3
445,150,43,133,298,295,300,95,27,410,2
283,252,16,29,377,409,353,22,63,285,1
231,467,54,123,426,32,471,97,75,430,0
322,417,66,194,497,170,474,89,97,225,0
287,129,26,200,172,407,9,32,41,436,2
269,370,88,334,359,95,33,61,89,264,3
367,111,28,226,8,263,366,67,33,298,3
457,42,66,213,37,219,435,94,99,391,0
233,380,26,103,481,84,450,85,44,6,4
416,72,23,118,466,340,84,25,73,53,2
333,283,63,463,110,30,23,49,67,409,2
127,336,18,120,125,317,191,9,91,444,3
190,279,38,259,190,212,34,12,61,480,4
183,70,19,174,477,62,87,61,79,156,5
475,262,0,470,149,376,149,60,38,246,4
132,491,58,353,336,131,390,28,96,257,0
239,41,97,253,160,54,234,36,85,200,5
227,261,2,225,328,104,480,61,56,128,0
484,387,52,481,69,48,271,67,63,254,0
254,414,68,375,430,183,135,53,84,452,2
86,96,81,469,125,91,277,75,41,100,5
277,81,46,400,234,473,67,18,37,59,4
244,116,2,357,179,445,223,71,27,497,0
283,32,98,168,67,130,396,18,29,208,5
39,168,0,369,445,143,61,0,68,290,2
293,269,93,63,285,267,183,21,14,449,3
385,370,88,225,220,336,6,99,65,334,1
111,90,52,184,138,413,434,3,68,459,1
348,148,51,170,46,404,282,65,25,181,2
408,427,85,75,420,38,380,87,94,475,2
32,397,18,158,45,41,103,28,93,33,3
494,248,14,115,57,193,421,58,46,317,0
360,217,88,401,331,141,441,36,87,159,4
200,389,56,92,54,81,465,89,89,9,3
113,248,75,115,461,211,151,21,43,46,1
76,144,15,460,60,38,387,45,73,6,3
78,145,15,243,19,314,191,78,94,419,1
491,298,65,213,487,495,494,90,25,145,4
278,180,88,465,251,448,114,60,83,57,2
373,177,2,3,25,476,229,48,72,90,4
31,174,18,482,206,434,422,52,92,25,3
247,308,46,196,484,408,164,45,13,256,4
209,123,8,183,121,378,448,39,43,245,2
471,5,0,50,492,97,132,42,49,137,0
431,129,8,260,133,477,25,32,28,282,3
81,0,36,32,289,230,130,87,60,158,0
469,58,98,423,186,472,27,66,91,376,2
304,157,95,118,313,17,451,8,71,83,1
33,461,26,416,360,103,240,52,81,239,0
182,406,10,274,110,306,493,48,19,305,4
358,414,96,232,157,269,119,93,61,168,4
434,407,4,192,25,234,66,40,21,94,1
68,86,81,337,33,270,94,72,34,220,5
225,150,62,374,194,254,398,89,18,239,0
471,251,45,435,198,464,229,57,37,359,1
29,85,21,343,483,293,327,45,43,151,3
277,229,57,58,23,140,170,88,93,362,2
221,130,44,308,469,9,331,97,99,164,0
483,339,75,164,31,44,40,25,86,199,5
450,144,9,5,490,303,465,57,40,4,3
251,39,70,459,218,276,197,46,19,329,3
255,399,8,304,434,254,136,87,23,125,1
484,466,38,253,328,211,144,93,58,120,5
442,472,60,152,434,7,419,14,29,481,4
465,60,54,167,329,24,249,6,51,327,3
277,67,8,286,470,323,333,64,74,290,5
445,157,80,274,498,370,75,87,53,290,0
414,399,73,494,195,400,325,85,1,261,4
16,427,78,381,262,302,457,16,93,0,2
94,225,87,39,308,201,56,3,12,50,3
39,192,84,2,12,86,268,9,22,31,5
389,330,80,171,377,338,300,81,85,445,2
390,201,61,64,193,212,149,49,28,13,4
481,30,3,413,357,191,406,21,52,119,2
286,229,35,181,456,206,178,79,76,19,0
457,53,49,440,229,358,45,86,84,340,5
389,370,72,424,288,172,204,25,55,153,2
189,313,67,415,183,58,335,91,5,173,1
275,175,28,71,392,11,87,40,69,90,0
72,498,8,442,218,389,31,20,99,186,4
468,127,42,212,429,9,122,95,59,89,0
394,114,39,234,254,400,466,11,83,62,0
178,10,41,248,192,402,371,68,51,479,1
454,363,71,426,50,261,168,32,91,302,4
177,130,72,38,101,149,268,76,73,205,4
35,132,17,23,407,122,128,77,85,232,3
261,492,81,330,189,241,448,44,38,168,4
295,21,52,127,438,368,114,73,95,42,2
293,94,99,39,496,187,496,74,97,112,0
376,272,71,59,167,259,435,56,47,186,0
199,435,8,143,498,293,325,74,73,85,4
97,406,55,409,13,345,310,55,16,478,5
440,104,59,181,93,456,397,47,89,229,3
178,226,94,65,46,253,371,13,32,421,3
61,197,99,80,375,286,267,45,23,64,3
315,127,62,145,433,64,91,57,13,242,3
389,189,43,123,10,17,418,48,50,9,5
4,150,35,480,338,115,407,29,78,293,4
136,88,84,399,466,361,37,23,93,335,5
365,407,20,347,87,346,388,48,84,173,3
366,175,92,158,131,33,21,4,3,169,1
344,112,58,382,267,166,293,99,21,301,0
196,321,41,250,139,73,215,59,98,373,4
193,356,41,405,184,241,282,28,55,225,5
485,491,75,178,172,469,126,38,38,27,0
274,32,51,146,65,269,195,99,81,146,2
181,322,96,365,121,93,379,28,62,441,0
424,101,14,65,243,493,250,11,40,66,4
95,391,66,135,372,29,207,51,21,378,0
181,343,5,245,100,495,55,23,86,277,3
123,389,93,9,188,7,430,47,57,329,2
23,476,99,414,498,279,414,88,80,7,5
441,214,85,423,97,155,424,79,86,423,3
49,368,62,489,436,375,204,15,90,253,0
477,397,15,230,144,97,71,55,97,413,2
388,123,2,340,232,25,86,84,43,280,5
92,58,28,316,111,226,369,16,20,432,0
411,91,16,14,107,473,75,3,9,492,4
305,357,89,39,335,35,230,70,95,273,1
41,297,6,120,202,441,21,85,25,307,3
494,420,16,490,76,175,456,82,1,100,4
57,364,49,160,485,135,419,20,64,390,3
73,421,9,417,226,177,482,64,45,208,5
77,288,12,17,301,417,337,60,93,177,1
302,440,59,260,493,145,256,88,70,194,4
220,324,10,114,213,163,432,71,94,62,5
304,123,16,243,280,85,288,60,80,356,0
28,212,24,454,279,34,21,44,95,367,5
92,174,64,472,365,100,436,56,38,108,3
208,82,10,473,286,463,140,96,8,32,4
460,459,62,239,317,394,419,14,52,427,0
325,406,95,303,485,218,46,20,89,461,5
167,256,35,245,98,224,189,97,76,436,2
440,162,35,286,10,460,285,79,65,486,4
458,385,3,169,43,204,201,45,79,365,2
177,204,22,298,179,173,137,28,94,192,0
341,370,48,186,246,127,128,15,41,34,2
482,8,61,447,160,142,397,77,73,377,5
230,486,84,450,171,40,95,56,67,249,2
331,441,3,133,4,423,26,0,88,152,4
59,158,60,213,23,79,488,3,69,356,4
72,455,40,359,215,343,63,32,10,381,5
412,404,11,469,339,136,238,55,95,417,4
308,488,80,167,426,439,484,95,26,232,3
384,84,3,366,21,113,44,65,66,130,0
302,485,45,74,286,403,63,3,62,317,3
45,181,45,26,332,256,296,49,72,270,3
233,163,67,490,263,105,444,87,61,324,3
409,346,14,403,154,128,139,45,79,12,1
371,34,32,93,498,202,303,86,25,384,0
225,242,0,63,496,142,282,0,19,253,1
208,425,60,364,145,235,372,41,77,33,4
18,165,95,136,183,284,79,55,9,381,2
22,92,76,194,255,418,357,80,10,457,1
227,349,95,37,484,301,399,61,74,118,2
379,446,49,81,367,104,436,72,55,93,5
44,292,93,240,22,487,99,68,42,160,3
64,469,19,272,306,125,17,70,23,484,3
251,349,15,37,489,475,44,68,44,234,0
62,326,64,142,227,460,312,19,22,124,1
298,485,71,491,453,485,336,82,12,359,5
58,436,31,9,457,72,39,4,50,407,4
114,221,47,111,53,275,44,94,34,441,4
408,420,21,82,35,349,46,32,90,355,0
64,31,60,35,211,180,396,13,7,155,2
148,362,25,358,351,415,57,67,84,271,3
447,266,74,275,24,259,390,17,62,285,0
442,394,50,481,476,7,482,81,33,413,2
409,255,14,162,480,383,302,9,61,4,3
277,446,3,32,167,454,56,6,77,26,5
227,430,15,481,492,131,465,14,38,194,2
91,35,19,261,136,103,411,76,13,99,0
183,396,25,325,333,143,344,35,33,34,4
59,307,76,382,440,452,63,18,88,141,4
404,385,6,265,288,109,211,7,95,379,3
423,386,76,235,468,48,371,0,62,498,0
485,359,51,228,134,484,35,30,2,422,0
348,9,63,408,25,251,48,5,99,306,5
405,452,60,182,387,2,121,25,19,453,4
81,444,67,259,419,197,216,9,30,294,5
125,219,52,375,257,137,284,11,57,338,0
398,377,56,122,473,402,453,12,12,329,4
228,384,35,317,201,223,188,81,45,212,1
199,261,67,494,423,424,141,55,82,203,1
13,394,68,200,447,435,138,79,30,465,0
338,121,20,367,437,214,466,29,59,334,2
237,408,99,333,305,401,263,88,5,176,2
107,178,74,259,495,269,152,26,52,220,0
29,386,50,267,30,191,350,97,20,386,3
217,497,20,440,192,252,414,32,10,300,1
338,162,59,480,388,110,60,65,32,490,2
191,317,20,308,242,198,122,71,9,378,2
321,434,93,313,3,412,163,53,10,158,0
41,167,2,232,324,295,285,78,39,467,4
143,395,52,74,430,385,273,71,35,132,5
499,30,47,420,359,198,467,31,98,147,1
155,192,0,380,119,24,428,67,47,165,1
256,237,47,196,38,416,257,73,61,56,1
31,47,19,115,182,293,435,85,52,157,4
162,123,11,99,50,70,490,10,62,39,5
248,13,29,225,373,257,284,18,50,499,3
101,128,63,76,63,312,488,77,35,61,0
376,359,81,39,483,206,159,11,49,141,2
253,77,47,203,296,103,193,85,42,279,5
463,225,82,395,198,232,395,23,80,401,2
92,433,45,215,430,41,444,62,60,326,5
377,329,2,89,226,370,490,85,38,447,1
259,246,78,346,373,208,386,62,79,58,2
486,229,14,446,46,382,91,90,31,466,0
147,352,34,310,141,326,2,49,80,264,1
63,290,77,322,97,6,109,1,77,53,5
475,302,81,480,4,446,480,21,24,425,0
49,243,48,453,1,86,450,77,43,94,0
69,32,56,490,398,256,312,16,23,16,4
124,290,7,380,345,413,84,59,98,233,3
147,270,51,253,236,12,88,42,95,441,4
368,221,24,465,304,185,430,68,64,285,1
291,412,74,37,479,426,281,99,8,393,1
75,396,7,129,88,161,144,40,23,12,1
126,330,0,364,196,391,23,91,55,331,5
257,21,91,403,460,386,450,79,77,336,5
22,132,21,170,424,370,172,17,66,154,5
474,225,57,327,290,458,359,36,56,74,1
189,487,19,23,224,80,441,96,8,234,4
378,463,91,124,166,111,77,52,9,472,5
255,47,62,303,86,236,90,61,71,327,0
115,464,33,414,48,90,109,2,82,280,2
447,16,43,221,190,340,246,31,25,259,4
387,272,94,75,387,281,117,1,43,290,1
185,374,71,187,437,76,335,75,10,180,5
421,270,59,441,414,140,262,32,98,275,3
321,78,23,135,413,483,391,53,82,136,0
178,21,88,348,168,439,36,48,39,248,1
463,263,81,37,117,211,190,91,44,247,0
9,249,97,61,437,59,466,27,37,245,5
4,78,49,468,427,395,25,46,98,269,5
53,212,55,421,371,474,470,30,50,157,2
263,437,94,39,301,285,42,89,85,234,5
465,387,75,173,46,50,301,77,23,47,3
118,312,28,133,202,182,52,38,79,396,3
41,431,82,396,60,156,32,35,80,288,1
236,97,40,64,309,397,119,33,78,443,0
384,334,73,423,136,26,489,26,52,470,5
468,39,26,102,458,351,277,10,85,264,2
246,384,67,408,237,87,77,1,25,19,2
390,341,59,209,484,85,354,77,18,109,3
308,126,98,38,174,173,89,56,29,440,0
468,361,66,117,488,270,27,75,5,465,5
129,96,82,101,412,411,368,16,71,129,3
439,281,30,126,213,132,313,36,32,103,0
108,339,12,447,350,270,484,86,32,141,4
152,236,29,15,283,237,279,9,69,207,5
370,473,6,395,499,111,170,87,40,125,5
169,173,51,3,206,293,487,31,29,380,2
373,72,8,492,320,43,305,11,67,354,5
180,261,55,95,307,423,387,74,56,210,2
125,178,13,469,247,125,157,18,99,317,1
232,136,87,357,3,272,283,55,35,440,2
461,483,95,280,233,321,399,44,97,329,0
221,442,46,49,304,209,243,31,17,174,3
197,153,2,291,391,351,123,15,88,463,1
74,433,2,324,93,113,368,96,96,251,0
312,263,96,380,179,316,212,62,80,109,4
136,450,46,374,29,417,298,25,7,174,3
252,363,77,157,56,320,290,80,75,250,4
57,135,94,457,89,320,348,63,3,350,3
24,424,65,168,439,403,487,69,42,432,1
286,119,96,453,58,488,408,1,45,346,5
316,467,81,395,382,262,302,24,73,336,0
103,137,76,128,181,224,347,97,13,70,4
463,362,13,293,78,109,384,84,56,251,3
396,16,72,370,254,484,367,37,91,341,5
426,422,61,336,191,268,8,34,61,473,3
289,92,25,127,3,136,307,95,79,407,2
488,204,68,465,14,465,177,42,30,497,2
369,209,46,399,68,93,350,13,79,259,5
208,378,12,433,284,426,403,25,13,389,0
298,149,26,219,278,367,407,95,72,188,0
234,306,63,401,447,50,24,35,10,115,5
6,132,65,201,403,453,424,8,35,482,0
477,234,40,42,237,200,268,57,86,280,3
157,88,11,263,414,50,292,31,39,350,2
196,227,76,118,443,144,328,50,45,149,1
375,132,62,164,30,32,143,11,35,447,1
121,357,51,403,314,262,470,65,74,212,3
409,76,37,442,51,189,117,34,90,329,5
171,205,47,212,472,237,80,13,58,334,2
452,220,68,460,247,423,177,73,43,441,0
289,101,93,430,456,353,163,19,3,164,0
186,348,32,203,209,330,126,89,57,475,5
361,184,25,237,64,345,89,2,82,150,0
361,341,78,247,163,7,197,31,11,140,4
251,430,91,235,91,87,151,75,4,489,0
167,306,28,164,275,464,486,64,21,364,5
243,280,94,335,415,182,239,72,3,309,0
403,82,99,248,2,335,476,72,19,227,5
114,124,83,238,292,254,357,89,27,396,2
79,337,36,362,439,44,283,63,62,235,3
366,276,95,191,41,439,161,53,70,206,5
251,178,36,143,114,356,462,68,4,366,4
145,472,44,70,297,496,21,68,36,168,3
330,229,96,170,84,191,378,27,40,231,1
341,75,66,379,339,398,162,66,55,482,0
196,173,11,84,484,182,26,40,78,132,5
258,38,23,288,443,101,459,61,23,130,0
103,188,25,359,454,11,146,28,20,445,4
120,393,52,461,42,415,302,32,26,133,0
7,9,49,482,285,365,222,90,3,263,2
306,75,60,79,222,405,374,91,12,206,0
256,223,64,165,443,447,220,27,67,154,2
213,28,5,58,406,494,320,37,17,461,0
477,241,66,418,190,179,79,55,42,18,5
271,72,57,194,398,223,399,11,64,360,2
369,350,68,68,205,301,83,31,45,396,4
473,175,99,463,80,389,265,63,82,259,5
230,125,78,96,406,185,104,83,66,298,0
488,414,54,341,302,472,261,24,3,127,1
241,305,97,333,386,491,310,5,15,497,2
495,128,69,195,495,119,309,97,44,322,1
82,264,50,473,203,476,483,67,72,461,2
297,374,63,423,28,356,417,33,94,312,1
30,387,28,409,326,47,461,19,30,479,5
262,127,45,383,318,211,339,18,10,230,1
197,448,86,323,427,429,400,70,31,223,2
184,442,15,46,87,369,454,65,18,362,3
157,43,3,234,341,373,333,26,59,92,2
204,278,7,229,293,38,437,98,5,209,3
484,58,51,76,235,179,401,90,58,240,4
108,345,48,318,289,205,362,52,49,412,4
484,412,41,289,460,92,3,7,68,443,0
409,452,94,75,61,410,415,27,27,230,3
127,387,1,88,252,242,205,74,73,306,0
120,172,29,420,3,479,317,76,74,224,5
400,45,37,445,359,325,306,91,9,284,0
289,382,10,325,473,263,490,4,87,211,0
361,71,85,407,136,55,338,87,20,193,5
124,259,15,179,57,375,355,55,68,297,1
461,56,95,411,326,197,355,18,95,171,3
368,306,61,192,420,399,6,15,46,450,2
497,393,53,374,380,228,264,69,49,320,5
21,481,99,20,279,228,251,56,6,6,1
417,105,73,306,470,43,445,35,88,299,4
340,392,52,449,137,197,221,13,29,2,5
281,211,45,352,180,301,71,79,11,220,4
214,454,43,435,383,252,158,1,74,22,1
121,437,95,226,466,314,304,73,26,369,0
25,435,23,225,409,400,480,15,60,391,2
222,322,80,376,22,41,271,28,76,400,3
273,52,44,496,483,276,412,24,80,14,2
329,332,32,226,164,43,31,72,95,357,4
127,238,78,242,153,78,106,66,2,302,3
143,448,79,379,48,279,89,51,32,140,3
338,404,14,80,461,206,356,2,53,45,4
250,52,1,471,489,210,47,82,74,338,5
491,436,67,485,437,29,387,41,16,10,1
402,239,10,136,335,493,90,95,85,439,1
446,16,8,481,249,278,39,43,51,203,0
449,397,51,376,336,148,422,0,39,285,5
314,334,20,32,287,348,233,19,17,280,4
432,63,2,389,146,130,0,79,10,434,5
199,407,46,496,32,356,407,39,52,204,0
147,232,53,266,222,205,244,3,66,190,3
408,139,16,72,74,332,128,32,45,373,0
49,75,95,171,88,100,313,7,70,271,0
98,332,57,54,196,414,15,60,41,309,1
411,443,1,423,166,298,297,68,65,358,3
78,380,73,376,491,488,113,24,25,319,4
128,378,13,19,92,379,319,2,67,380,3
274,281,87,413,130,120,38,4,81,225,0
458,26,70,98,442,99,436,96,97,29,3
124,155,99,299,386,202,337,20,98,126,3
304,449,96,359,482,283,199,88,68,162,1
103,303,98,229,251,332,280,74,46,424,5
200,19,97,34,68,23,93,87,69,85,4
357,201,9,427,12,207,117,56,25,471,2
389,227,47,472,363,118,137,99,86,78,4
206,415,67,471,383,258,51,16,27,428,3
120,203,20,321,97,204,364,81,20,414,2
138,278,15,58,351,340,48,45,78,274,3
98,108,54,58,319,337,114,39,63,305,0
445,39,82,5,475,296,5,55,67,261,4
236,259,2,164,348,139,65,29,40,204,3
414,270,15,239,245,485,308,81,86,402,4
96,127,1,74,160,14,120,99,87,372,1
336,494,46,411,305,226,311,6,41,178,2
483,204,96,392,4,178,362,38,25,263,5
58,339,34,188,425,130,93,62,82,429,3
478,269,78,387,369,17,8,39,8,442,2
478,303,51,305,119,215,349,83,70,277,1
368,174,5,360,223,48,267,55,97,176,2
115,2,71,91,54,25,362,56,15,246,2
408,200,89,374,359,330,451,79,8,5,4
274,462,12,174,16,132,297,47,17,372,0
169,331,77,476,391,213,162,50,94,205,2
394,362,80,222,389,459,452,44,29,13,3
353,359,94,126,455,158,301,57,83,243,3
25,355,69,172,359,350,363,67,80,233,1
300,385,10,408,73,169,368,37,12,293,3
177,20,81,55,277,424,122,30,31,449,0
418,76,44,31,19,408,86,97,75,214,5
154,248,91,284,88,86,339,89,50,490,0
498,448,29,386,365,139,355,84,72,492,3
3,161,24,234,390,62,7,87,3,206,2
138,210,91,161,461,36,287,97,73,321,4
38,323,29,41,324,489,4,93,6,459,3
23,112,11,69,167,238,353,97,4,104,4
439,456,68,355,310,108,244,34,41,367,3
278,82,22,452,251,329,361,52,45,494,2
289,434,54,434,272,93,403,48,69,30,4
400,126,49,435,367,356,196,28,1,57,1
478,403,0,369,493,136,363,92,74,440,0
396,382,40,248,200,51,450,22,25,462,4
314,191,18,273,383,450,202,24,27,318,4
108,411,42,269,486,68,462,9,61,444,3
275,494,6,317,413,350,236,55,84,174,4
30,230,21,127,317,349,158,43,82,487,1
369,346,92,162,430,52,485,55,85,39,0
326,444,32,114,299,110,84,30,61,445,3
275,27,83,394,430,457,406,57,41,263,5
193,22,82,410,159,195,112,74,93,496,0
493,330,56,359,435,25,374,51,92,217,3
206,484,17,472,418,272,132,75,39,246,2
490,469,88,124,154,103,498,3,84,3,0
315,427,20,24,249,237,319,25,65,180,1
14,248,51,226,244,194,289,70,26,35,3
392,111,67,392,284,262,44,50,66,40,0
486,310,3,344,480,115,243,10,72,250,0
453,274,60,125,117,351,465,79,95,177,4
68,277,97,387,15,13,98,18,9,198,5
30,142,91,416,54,189,99,57,29,92,1
309,451,72,133,97,173,57,85,11,66,4
332,234,98,71,392,322,77,95,6,223,3
438,291,44,137,357,248,146,63,92,35,2
61,149,82,197,424,493,316,61,17,423,2
278,429,35,346,435,231,254,16,77,14,4
116,175,87,285,168,209,428,99,80,306,3
136,3,11,102,97,32,330,9,83,412,3
15,75,63,42,299,230,382,99,91,16,5
261,479,44,267,145,46,190,16,17,205,4
41,15,75,384,60,389,103,71,96,352,0
323,257,0,92,3,354,427,13,64,286,2
205,23,98,3,272,481,192,15,83,349,3
13,421,2,31,287,134,494,4,82,334,1
467,344,47,308,368,381,134,3,61,288,2
294,474,75,186,367,181,370,53,54,319,3
307,339,91,277,191,50,146,6,64,0,4
255,463,63,342,211,403,160,74,5,339,3
250,228,7,120,267,74,448,16,95,482,0
65,461,78,8,173,155,123,83,33,5,3
236,79,4,234,110,82,394,6,63,57,1
340,464,68,125,79,71,269,99,10,22,1
230,10,31,422,289,483,475,44,86,7,1
51,266,90,458,242,5,443,92,73,474,0
430,160,65,340,489,21,19,40,25,378,1
329,309,46,322,201,245,366,25,67,83,3
99,488,18,170,23,379,97,51,24,240,3
68,228,64,218,225,441,464,52,21,300,2
302,210,66,468,477,89,121,49,5,407,5
288,475,8,126,468,430,27,93,51,452,0
413,162,96,440,357,4,294,54,26,209,3
410,303,4,231,294,208,335,40,64,206,2
466,1,84,192,366,253,67,82,96,21,0
82,37,53,10,4,224,318,18,76,260,2
460,168,68,399,103,84,437,79,16,310,3
228,9,37,221,221,451,311,19,35,228,3
55,2,6,210,332,459,20,11,98,173,1
168,411,95,306,50,47,220,36,29,40,4
292,449,11,470,81,191,205,53,66,69,3
294,480,42,49,495,255,219,7,11,280,5
354,492,83,334,442,442,100,66,9,413,5
484,436,86,220,132,396,90,33,25,336,4
284,127,57,128,225,54,169,31,69,365,1
266,234,70,275,462,232,293,28,44,234,5
368,217,33,85,427,142,83,0,38,61,5
110,113,74,285,249,235,101,25,23,246,3
88,499,16,216,474,90,479,65,26,304,0
146,305,3,328,383,432,280,69,5,237,3
453,162,37,214,464,374,315,27,27,237,5
415,334,50,375,207,30,175,17,37,153,4
59,66,78,176,339,478,199,45,89,82,0
320,323,60,315,222,196,331,30,84,140,2
387,448,17,287,87,473,82,96,9,265,0
427,301,63,315,71,281,495,31,0,411,3
462,335,18,353,278,121,69,63,3,358,5
11,464,50,260,304,15,174,3,42,98,2
143,99,80,422,98,157,125,92,65,318,5
13,19,82,284,410,419,57,7,66,268,0
276,165,23,340,50,478,12,13,68,455,0
302,380,69,370,91,65,93,22,75,341,5
4,192,20,460,322,159,279,18,81,303,5
61,83,50,312,339,421,475,26,82,60,1
400,245,80,18,195,188,194,81,57,352,4
221,186,42,406,227,21,279,7,40,416,3
35,499,75,72,125,245,382,77,0,407,1
476,462,40,221,373,30,357,42,67,475,2
307,155,53,494,292,251,338,52,16,290,5
311,419,9,22,448,140,8,35,69,315,3
287,294,62,427,63,344,423,83,9,136,0
361,260,88,335,100,3,83,92,2,51,1
338,462,33,362,113,318,21,76,56,55,1
203,269,28,42,370,310,196,39,92,343,1
241,485,40,277,236,302,40,71,41,328,3
12,404,3,170,38,106,203,55,83,288,5
283,31,82,435,304,191,412,3,34,279,2
273,322,18,154,253,367,85,54,18,264,1
413,34,40,374,337,266,482,17,73,468,3
432,482,65,25,241,225,250,56,21,319,5
354,77,68,119,359,309,488,13,81,405,4
223,287,93,306,201,389,247,17,24,479,2
234,217,34,351,89,224,217,27,4,360,4
386,465,76,459,462,298,451,74,26,491,0
467,172,89,145,267,392,114,8,12,163,4
200,0,49,145,197,469,344,90,32,266,4
339,443,28,344,440,212,308,71,8,398,0
65,66,25,303,142,364,412,97,15,119,1
62,462,43,55,422,260,251,68,43,348,5
70,187,19,445,290,281,401,53,25,376,0
462,19,83,364,448,325,59,66,12,309,5
347,238,83,57,74,181,125,47,15,319,3
149,406,3,283,300,284,55,49,93,476,4
421,195,44,305,470,114,405,81,69,428,2
84,313,40,104,287,340,80,50,25,391,2
65,9,43,139,215,116,317,75,54,435,0
279,473,81,274,191,172,180,75,50,476,3
371,441,61,237,304,170,358,8,37,108,0
60,455,47,287,210,254,340,0,73,246,3
379,314,56,93,360,112,136,93,12,59,3
249,145,50,59,329,449,310,78,99,302,4
273,190,70,395,485,136,124,53,3,450,3
302,248,12,339,313,30,228,21,19,183,5
368,236,37,295,296,482,62,2,45,38,5
141,204,94,348,153,209,86,57,18,139,1
15,476,44,459,184,134,93,71,33,237,2
107,402,23,66,29,371,284,36,44,5,2
285,378,29,116,13,168,378,66,32,454,1
277,277,88,399,30,108,333,51,15,439,0
309,38,47,81,495,471,221,93,25,137,0
155,117,41,189,435,111,66,99,33,28,0
396,71,55,110,464,140,324,87,75,21,3
326,154,98,188,162,159,86,0,18,463,1
161,453,7,279,212,390,371,6,50,20,5
416,10,97,2,235,295,24,73,48,319,3
419,370,30,11,136,387,114,13,47,281,4
459,272,53,267,75,405,112,61,80,342,2
303,322,84,115,250,409,136,11,69,443,4
168,111,54,197,45,337,289,17,32,450,4
314,296,43,191,258,305,54,68,35,262,2
119,154,68,50,59,103,287,79,78,485,3
69,151,63,434,218,248,33,99,39,90,3
190,356,57,405,193,227,241,68,75,92,3
107,435,45,485,18,318,479,85,52,13,0
492,84,24,167,2,64,194,19,86,451,5
147,352,10,31,467,450,265,0,7,47,3
413,93,71,326,403,4,328,66,35,350,0
158,411,17,155,223,412,190,44,83,328,1
159,40,87,150,276,44,147,94,83,350,5
482,45,23,4,65,369,462,20,76,256,0
62,202,58,215,345,353,359,48,9,482,3
366,78,39,119,413,440,291,43,68,264,2
188,173,0,57,41,15,164,74,36,441,0
59,380,85,245,203,110,7,89,35,102,4
216,220,76,291,339,391,250,61,18,12,2
317,216,63,418,278,141,298,28,9,209,4
378,130,94,345,230,342,344,90,47,15,1
444,291,61,476,248,74,468,25,34,110,0
365,405,42,89,171,218,317,36,74,275,1
149,327,96,342,62,179,402,96,94,286,0
371,185,44,131,316,325,177,85,71,166,4
37,140,16,119,397,408,494,22,67,480,5
385,412,88,378,73,33,156,14,6,342,3
158,89,37,111,453,469,7,33,43,320,2
